video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description,country,trending_date_std,publish_time_std,trending_date_std_iter,publish_time_std_iter,delta_tendencia,dias_hasta_tendencia,horas_hasta_tendencia,categoria_velocidad
vjI4Alon-3Q,18.09.06,Maluma - Marinero (Official Video),MalumaVEVO,10,2018-05-04T10:00:33.000Z,"Maluma Marinero|""Maluma Marinero official video""|""Marinero video oficial""|""latin pop""|""Reggaeton""|""Marinero dance""|""Maluma Marinero karaoke""|""Maluma mix""|""Maluma exitos""|""Maluma Marinero lyrics""|""Marinero letra""|""Maluma best songs""|""music video""|""musica en espanol""|""latin music""|""Marinero remix""|""Reggaeton mix""|""Felices Los 4""|""El Prestamo""|""Chantaje""|""Cuatro Babys""|""Corazon""|""J.Balvin""|""Ozuna""|""Daddy Yankee""|""Nicky Jam""|""live""|""en vivo""|""Maluma Marinero english""|""Latin""",74630710,915895,69808,56494,https://i.ytimg.com/vi/vjI4Alon-3Q/default.jpg,False,False,False,Maluma  – “Marinero”¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE PARA PRE-ORDENAR AHORA!:iTunes: http://smarturl.it/FAMEi  Apple Music: http://smarturl.it/FAMEa  Spotify: http://smarturl.it/FAMEs  Amazon Music: http://smarturl.it/FAMEam  Google Play: http://smarturl.it/FAMEgpl¡Elige tu plataforma de preferencia!: https://SML.lnk.to/FAME ESCÚCHA Marinero EN LATINO VIBES ....¡SIGUE ESTE PLAYLIST AHORA PARA ESCÚCHAR NUEVA MÚSICA + LOS MEJORES PUNTOS LATINOS DE HOY!Apple Music: http://smarturl.it/LatinoVibesA   Spotify: http://smarturl.it/LatinoVibesS SIGUE A MALUMA EN: Página web oficial: http://www.malumamusik.com Facebook: http://www.facebook.com/MALUMAMUSIK Twitter: http://www.twitter.com/maluma Instagram: http://www.instagram.com/maluma Official  video by Maluma  performing Marinero. (C) 2018 Sony Music Entertainment US Latin LLC,GB,2018-06-09,2018-05-04 10:00:33,2018-06-09,2018-05-04 10:00:33,35 days 13:59:27,35,853.9908333333333,lento
BQ31l1gPGKM,18.03.04,J. Balvin - Ahora,jbalvinVEVO,10,2018-02-26T05:00:01.000Z,"J Balvin|""Ahora""|""J Balvin Ahora""|""Machika""|""Mi Gente""|""Ginza""|""La Familia""|""J.""|""Balvin""|""UMLE""|""Latino""|""Latin""|""Pop""",74572317,610489,26045,25437,https://i.ytimg.com/vi/BQ31l1gPGKM/default.jpg,False,False,False,"“Ahora” disponible ya en todas las plataformas digitales: \nhttps://umle.lnk.to/AHORAFp\n\nConnect with J Balvin: \nFacebook | https://www.facebook.com/JBalvinOficial/ \nInstagram | https://www.instagram.com/jbalvin/\nTwitter | https://twitter.com/JBALVIN \n\nMusic video by J. Balvin performing Ahora. (C) 2018 UMG Recordings, Inc.\n\nhttp://vevo.ly/tLU7lu",GB,2018-04-03,2018-02-26 05:00:01,2018-04-03,2018-02-26 05:00:01,35 days 18:59:59,35,858.9997222222222,lento
pgN-vvVVxMA,18.07.04,XXXTENTACION - SAD!,xxxtentacion,10,2018-03-02T05:05:53.000Z,[none],72660090,1348854,24139,98495,https://i.ytimg.com/vi/pgN-vvVVxMA/default.jpg,False,False,False,enjoy.\n\n? HERE: https://xxxtentacion.lnk.to/NEWALBUM,GB,2018-04-07,2018-03-02 05:05:53,2018-04-07,2018-03-02 05:05:53,35 days 18:54:07,35,858.9019444444444,lento
NV-3s2wwC8c,18.17.03,BlocBoy JB & Drake Look Alive Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali,BlocBoy JB,10,2018-02-09T05:03:31.000Z,"OVO|""BLOCNATION""|""BLOCBOY JB""|""DRAKE""|""ALI PROSUCTIONS""|""TAY KEITH""|""YOO ALI""",72469458,729263,27323,41072,https://i.ytimg.com/vi/NV-3s2wwC8c/default.jpg,False,False,False,"For Features, Booking, & Etc Email BlocBoyJB@Gmail.com\n\nhttp://ovosound.io/lookalive\n\n\nFor More Info On Videos Contact aliproductions2016@gmail.com\nhttps://www.instagram.com/fredrivk_ali\nhttps://www.twitter.com/fredrivk_ali",GB,2018-03-17,2018-02-09 05:03:31,2018-03-17,2018-02-09 05:03:31,35 days 18:56:29,35,858.9413888888889,lento
UceaB4D0jpo,17.06.12,Post Malone - rockstar ft. 21 Savage,PostMaloneVEVO,10,2017-11-22T05:00:01.000Z,"Post Malone new music|""Stoney""|""Beer Bongs and Bentleys""|""Post Malone tour""|""rockstar song""|""Post""|""Malone""|""rockstar""|""Universal""|""Records""|""Hip""|""Hop""",71173287,1642648,52596,108846,https://i.ytimg.com/vi/UceaB4D0jpo/default.jpg,False,False,False,"rockstar ft. 21 Savage (Official Video)\nSong Available Here: https://PostMalone.lnk.to/rsYD \n\nConnect with Post Malone:\nhttps://www.facebook.com/postmalone \nhttps://twitter.com/postmalone \nhttps://instagram.com/postmalone \nhttps://soundcloud.com/postmalone \nhttp://www.postmalone.com  \n\nDirector: Emil Nava\nProducer:  MaryAnn Tanedo\nDirector Of Photography: Kramer Morgenthau\nEditor: Sean Fazende\nFor Rojas Vision\n\nMusic video by Post Malone performing rockstar ft. 21 Savage.  © 2017 Republic Records, a division of UMG Recordings, Inc.\n\nhttp://vevo.ly/zMBE75",GB,2017-12-06,2017-11-22 05:00:01,2017-12-06,2017-11-22 05:00:01,13 days 18:59:59,13,330.9997222222222,moderado
l_lblj8Cq0o,18.09.01,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",GEazyMusicVEVO,10,2017-12-19T20:00:05.000Z,"BPG/RVG/RCA Records|""G-Eazy feat. A$AP Rocky""|""Cardi B""|""French Montana""|""Juicy J & Belly""|""No Limit REMIX""|""Rap""",71069947,895394,57096,49552,https://i.ytimg.com/vi/l_lblj8Cq0o/default.jpg,False,False,False,New Album ‘The Beautiful & Damned’ Available Everywhere http://smarturl.it/TBAD\nGet exclusive TB&D bundles here: http://smarturl.it/TBAD/officialstore\nSubscribe for more exclusive G-Eazy footage: http://bit.ly/GEazyYTSub\nG-Eazy Official Site: http://g-eazy.com/\nG-Eazy On Twitter: https://twitter.com/G_Eazy\nG-Eazy On Facebook: https://www.facebook.com/G.Eazy\nG-Eazy on Instagram: https://www.instagram.com/g_eazy,GB,2018-01-09,2017-12-19 20:00:05,2018-01-09,2017-12-19 20:00:05,20 days 03:59:55,20,483.99861111111113,moderado
liczsmUSMA4,18.14.02,"J. Balvin, Jeon, Anitta - Machika",jbalvinVEVO,10,2018-01-19T05:00:01.000Z,"J Balvin|""Official Video""|""Machika""|""Anitta""|""Jeon""|""Aruba""|""Brazil""|""Colombia""|""Balvin""|""World Cup""|""World Cup Anthem""|""2018""|""Latin""|""Reggaeton""|""Baile Funk""|""Brazilian Funk""|""Mad Max""|""video oficial""|""Music Video""|""J Balvin Machika""",70001631,1183998,107821,86815,https://i.ytimg.com/vi/liczsmUSMA4/default.jpg,False,False,False,"J BALVIN, ANITTA, JEON “MACHIKA” \nhttps://UMLE.lnk.to/8djiOFp\n\nConnect with J Balvin: \nFacebook | https://www.facebook.com/JBalvinOficial/\nInstagram | https://www.instagram.com/jbalvin/ \nTwitter | https://twitter.com/JBALVIN \n\nConnect with Anitta:\nInstagram | http://instagram.com/anitta \nTwitter | http://twitter.com/anitta \nFacebook | http://facebook.com/AnittaOficial\n\nConnect with Jeon:\nInstagram | https://www.instagram.com/jeon_arvani/\nFacebook | https://www.facebook.com/arvanimuzic/\n\nMusic video by J. Balvin, Jeon, Anitta performing Machika. (C) 2018 UMG Recordings, Inc. http://vevo.ly/YX8rMp\n\nhttp://vevo.ly/YX8rMp",GB,2018-02-14,2018-01-19 05:00:01,2018-02-14,2018-01-19 05:00:01,25 days 18:59:59,25,618.9997222222222,moderado
LPTlvQ1Zet0,18.07.04,"21 Savage, Offset, Metro Boomin - Ric Flair Drip",21SavageVEVO,10,2018-03-01T14:00:02.000Z,"21 savage|""offset""|""metro boomin""|""ric flair drip""|""ric flair drip official video""|""without warning""|""bank account""|""bartier cardi""|""ghostface killers""|""rap saved me""|""no heart""|""future""|""young thug""|""lil yachty""|""quavo""|""richie homie quan""|""21 Savage""|""Offset & Metro Boomin""|""Hip Hop""|""Ric Flair Drip""|""Slaughter Gang""|""LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic""",69907195,835963,30861,40903,https://i.ytimg.com/vi/LPTlvQ1Zet0/default.jpg,False,False,False,"Without Warning available at\nhttp://smarturl.it/WithoutWarning\n\n21 Savage online: \nhttps://twitter.com/21savage \nhttps://www.instagram.com/21savage \nhttps://soundcloud.com/21savage \nhttps://www.facebook.com/21Savage \nhttp://www.21savage.com/\n\nOffset online: \nhttps://twitter.com/OffsetYRN \nhttps://www.instagram.com/offsetyrn \nhttps://www.facebook.com/migos.offsetyrn/ \n\nMetro Boomin online: \nhttps://twitter.com/metroboomin \nhttps://www.instagram.com/metroboomin \nhttps://www.facebook.com/MetroBoomin/\n\n(C) 2018 Slaughter Gang, LLC under exclusive license to Epic Records, a division of Sony Music Entertainment. With Quality Control Music/Motown Records/Capitol Records and Boominati Worldwide/Republic Records",GB,2018-04-07,2018-03-01 14:00:02,2018-04-07,2018-03-01 14:00:02,36 days 09:59:58,36,873.9994444444444,lento
JQbjS0_ZfJ0,18.15.03,"Kendrick Lamar, SZA - All The Stars",KendrickLamarVEVO,10,2018-02-06T17:00:02.000Z,"Kendrick|""Lamar""|""SZA""|""All""|""The""|""Stars""|""Top""|""Dawg""|""Ent./Aftermath/Interscope""|""Records""|""Hip""|""Hop""",69257303,1021380,24463,54073,https://i.ytimg.com/vi/JQbjS0_ZfJ0/default.jpg,False,False,False,"Black Panther The Album Music From And Inspired By \navailable on all digital platforms & in stores now http://smarturl.it/BlackPantherAlbum\n\nDirected by Dave Meyers & the little homies\n\nMusic video by Kendrick Lamar, SZA performing All The Stars. (C) 2018 Aftermath Records\n\nhttp://vevo.ly/nzzt7e",GB,2018-03-15,2018-02-06 17:00:02,2018-03-15,2018-02-06 17:00:02,36 days 06:59:58,36,870.9994444444444,lento
Iwz4P8HfGVM,18.21.04,"David Bisbal, Sebastian Yatra - A Partir De Hoy",DavidBisbalVEVO,10,2018-03-16T04:00:00.000Z,"David Bisbal|""Sebastian Yatra""|""Bisbal""|""Bisbi""|""Yatra""|""Hailey Outland""|""Mauricio Rengifo""|""Marlon Peña""|""Marlon Pena oficial video""|""no hay nadie más""|""mi princesa""|""sutra""|""Video""|""new video""|""nuevo video""|""canción""|""new single""|""latin""|""pop""|""reggaeton""|""Latino""|""hit""|""oficial""|""official""|""Universal""|""Universal Music Spain""|""UMLE""|""OT""|""Operación Triunfo""|""OT2017""|""chico malo""|""AitanaWar""|""Aitana""|""Ana War""|""Ana Guerra""|""Tu canción""|""youtube""|""letra""|""lyric""|""me niego""|""amor""",67670181,439856,15076,10945,https://i.ytimg.com/vi/Iwz4P8HfGVM/default.jpg,False,False,False,"A partir de hoy, single ya disponible en tu plataforma digital:\nhttps://umusices.lnk.to/DBSYAPDHYD\n\nSi quieres estar al tanto de nuevos vídeos sucríbete al canal:\nhttp://po.st/SbdBYT\n\nSigue a David en:\nFacebook: https://www.facebook.com/davidbisbal/\nTwitter: https://twitter.com/davidbisbal/\nInstagram: https://www.instagram.com/davidbisbal/?hl=es\nWeb: www.davidbisbal.com/es_ES\n\nMusic video by David Bisbal, Sebastian Yatra performing A Partir De Hoy. © 2018 Universal Music Spain, S.L.U. \n\nhttp://vevo.ly/PTGUg5",GB,2018-04-21,2018-03-16 04:00:00,2018-04-21,2018-03-16 04:00:00,35 days 20:00:00,35,860.0,lento
MGYJuETPQEg,18.31.03,Post Malone Feat. Ty Dolla $ign - Psycho (Official Audio),Post Malone,10,2018-02-23T05:01:53.000Z,"post malone|""psycho""|""Ty Dolla Sign""|""Posty""|""Beer Bongs and Bentleys""|""psycho post malone""|""Beerbongs and Bentleys""|""Austin Post""|""ty dolla""|""rockstar""|""post malone rockstar""|""psycho post malone ty dolla sign""|""official audio""|""hip hop 2018""|""new hip hop 2018""|""rap 2018""|""top 40""|""billboard 2018""|""post malone songs""|""hip hop 2017""|""trap 2018""",65929869,729339,25305,26657,https://i.ytimg.com/vi/MGYJuETPQEg/default.jpg,False,False,False,"Visual by Dario Alva , Bryan Rivera & Travis Brothers\n\nPsycho by Post Malone feat. Ty Dolla $ign Available Now!\n\nhttps://postmalone.lnk.to/psychoYD\nhttps://postmalone.com\nhttps://postmaloneshop.com",GB,2018-03-31,2018-02-23 05:01:53,2018-03-31,2018-02-23 05:01:53,35 days 18:58:07,35,858.9686111111112,lento
wfWIs2gFTAM,18.14.03,Eminem - River ft. Ed Sheeran,EminemVEVO,10,2018-02-14T15:00:06.000Z,"Eminem|""River""|""Aftermath/Shady/Interscope""|""Rap""|""River video""|""River official video""|""River music video""|""River video Eminem Ed Sheeran""|""River official video Eminem Ed Sheeran""|""River music video Eminem Ed Sheeran""|""Eminem 2017""|""Eminem 2018""|""New Eminem""|""New Eminem 2017""|""New Eminem 2018""|""Eminem Ed Sheeran""|""Eminem Ed Sheeran Collab""|""Eminem River""|""Ed Sheeran River""|""Eminem Ed Sheeran River""|""River ft Ed Sheeran""|""Revival""|""Eminem Revival""|""Revival 2017""|""all""",65582241,1495054,39195,75173,https://i.ytimg.com/vi/wfWIs2gFTAM/default.jpg,False,False,False,The official video for Eminem's River featuring Ed Sheeran. Available now on the album Revival: http://shady.sr/Revival \n\nFor more visit: http://eminem.com http://facebook.com/eminem http://twitter.com/eminem http://instagram.com/eminem http://eminem.tumblr.com http://shadyrecords.com http://facebook.com/shadyrecords http://twitter.com/shadyrecords http://instagram.com/shadyrecords http://trustshady.tumblr.com\n\nMusic video by Eminem performing River. (C) 2018 Aftermath Records\n\nhttp://vevo.ly/bDDci3,GB,2018-03-14,2018-02-14 15:00:06,2018-03-14,2018-02-14 15:00:06,27 days 08:59:54,27,656.9983333333333,moderado
DqSBQqj94JU,18.28.04,"Dime Feat J Balvin, Bad Bunny, Arcangel, De La Ghetto, Revol",Update Music TV,10,2018-03-23T04:00:12.000Z,"El pentagono|""don omar""|""reggaeton""|""regueton""|""latino""|""Julio votio""|""Cosculluela""|""zion""|""tego calderon""|""ft""|""arcangel""|""Jowell y randy""|""franco el gorilla""|""dalmata""|""los yetzons""|""alberto style""|""J Balvin""|""Bad Bunny""|""Arcangel""|""De la ghetto""|""Revol""",64580507,539001,26128,15806,https://i.ytimg.com/vi/DqSBQqj94JU/default.jpg,False,False,False,"Dime Feat J Balvin, Bad Bunny, Arcangel, De La Ghetto, Revol\nConfirma tu suscripción \n►http://www.youtube.com/channel/UCio3FGH-c_t9oXD3hKshXnw\n\nInstagram: https://www.instagram.com/revolpr\nFacebook: https://www.facebook.com/revolproducer\nTwitter: https://twitter.com/updatemusicinc\n\n© 2018 Update Music under exclusive license to Rimas Entertainment",GB,2018-04-28,2018-03-23 04:00:12,2018-04-28,2018-03-23 04:00:12,35 days 19:59:48,35,859.9966666666667,lento
BhIEIO0vaBE,18.14.03,To Our Daughter,Kylie Jenner,22,2018-02-04T20:27:38.000Z,"Kylie Jenner|""Kylie""|""Travis Scott""|""Baby""|""Annoucement""",62338362,0,0,0,https://i.ytimg.com/vi/BhIEIO0vaBE/default.jpg,True,True,False,Directed by Tyler Ross @wttyler\nMusic by Jacob Wilkinson-Smith @mybestfriendjacob_,GB,2018-03-14,2018-02-04 20:27:38,2018-03-14,2018-02-04 20:27:38,37 days 03:32:22,37,891.5394444444445,lento
X8sSXU-J8fI,18.09.01,Ozuna - La Modelo Ft Cardi B ( Video Oficial ),Ozuna,10,2017-12-19T19:00:31.000Z,"Ozuna|""Reggaeton""|""Odisea""|""Odisea The Album""|""La Modelo""|""Cardi B""|""Video Oficial""|""Music Video""|""Latin Music""",60426299,861376,50469,37921,https://i.ytimg.com/vi/X8sSXU-J8fI/default.jpg,False,False,False,Ozuna - La Modelo Ft Cardi B\nDESCARGA Odisea Aqui: http://apple.co/2vX00sT\n\nDescarga Odisea The Game:\nApp Store: http://apple.co/2hSmZiO\nAndroid: http://bit.ly/2uwwJFb\n\nFollow Me / Sigueme en: \n\nINSTAGRAM: https://www.instagram.com/ozunapr/\nFACEBOOK: https://www.facebook.com/ozunapr\nTWITTER: https://twitter.com/ozunapr\nSPOTIFY: http://spoti.fi/2tzO4Zv\nAPPLE MUSIC: http://apple.co/2uu3phf\n\nManager: \nVicente Saavedra: Saavedrabooking@gmail.com | +1-787-444-5678,GB,2018-01-09,2017-12-19 19:00:31,2018-01-09,2017-12-19 19:00:31,20 days 04:59:29,20,484.9913888888889,moderado
J-dv_DcDD_A,18.19.05,ZAYN - Let Me (Official Video),ZaynVEVO,10,2018-04-12T12:00:04.000Z,"Let Me|""Pop""|""RCA Records Label""|""ZAYN""",60414277,1423206,37435,89484,https://i.ytimg.com/vi/J-dv_DcDD_A/default.jpg,False,False,False,ZAYN’s brand new song “Let Me” Get it on Apple Music: http://smarturl.it/ZlZmZ/applemusic?iQid=ytStream/Add on Spotify: http://smarturl.it/ZlZmZ/spotify?iQid=ytDownload on iTunes: http://smarturl.it/ZlZmZ/itunes?iQid=ytAmazon Music: http://smarturl.it/ZlZmZ/az?iQid=ytGoogle Play: http://smarturl.it/ZlZmZ/googleplay?iQid=ytStream on Deezer: http://smarturl.it/ZlZmZ/deezer?iQid=yt ZAYN's debut album 'Mind Of Mine'Get it on Apple Music: http://smarturl.it/MindOfMine?IQid=ytTarget Deluxe with 2 Bonus Tracks: http://smarturl.it/MindOfMineTarget?iQid=ytStream/Add on Spotify: http://smarturl.it/MindOfMineSp?IQid=ytAmazon Music: http://smarturl.it/MindOfMineAMZ?IQid=ytGoogle Play: http://smarturl.it/MindOfMineGP?IQid=ytStream on Deezer: http://smarturl.it/MoMdeezer?IQid=yt Exclusive vinyl: http://smarturl.it/MindOfMineD2C?IQid=yt Stream the official music videos from ‘Mind of Mine’:http://smarturl.it/ZMOMVs Follow ZAYN:http://www.facebook.com/ZAYNhttps://twitter.com/zaynmalikhttp://www.instagram.com/ZAYNSnapchat: @ZAYNhttp://smarturl.it/ZAYNSpotifyhttp://www.inZAYN.com Best of ZAYN:http://smarturl.it/BoZPlaylist Subscribe for more:http://smarturl.it/ZSubscribeV,GB,2018-05-19,2018-04-12 12:00:04,2018-05-19,2018-04-12 12:00:04,36 days 11:59:56,36,875.9988888888889,lento
FVRPzwb1Vi4,18.24.01,Natti Natasha ❌  Bad Bunny - Amantes de Una Noche 👩🏻 🌹🐰  [Official Video],Pina Records,10,2018-01-11T21:01:26.000Z,"pina records|""natti natasha""|""bad bunny""|""amantes de una noche""|""amantes""|""de""|""una""|""noche""|""Natti Natasha X Bad Bunny""|""Criminal ft. Ozuna""|""ozuna""|""Enrique Iglesias""|""El Baño""|""👩🏻""|""🐰""|""natti""|""natasha""|""bad""|""bunny""|""video""|""amantes de una noche official video""|""amantes de una noche video oficial""|""natti natasha x bad bunny""|""natti amantes de una noche""|""bad bunny amantes de una noche""|""natty""|""natty amantes""|""bad amantes""|""bad bunny natti natasha""|""bunny amantes""|""bunny noche""|""bad noche""|""Dura - Daddy Yankee""",60138087,776017,75951,44079,https://i.ytimg.com/vi/FVRPzwb1Vi4/default.jpg,False,False,False,"Natti Natasha X Bad Bunny - Amantes de Una Noche [Official Video]\nSuscribirte : http://www.youtube.com/PinaRecordsVideos\nDisponible en en iTunes: http://bit.ly/iTunesAmantesDeUnaNoche\nDisponible en Spotify: http://bit.ly/SpotifyAmanteDeUnaNoche\n\nOtros Éxitos de Pina Records\nCriminal ft. Ozuna: https://youtu.be/VqEbCxg2bNI\nOtra Cosa ft. Daddy Yankee : https://youtu.be/XKqSpbbM-UI\nEl Granjero - Arcangel : https://youtu.be/NzF_L9pQgHU\nMas Que Ayer : https://youtu.be/ojipBJVCiO8\n\nFollow Natti Natasha\nhttps://www.instagram.com/nattinatasha/\nhttps://www.facebook.com/NattiNatashaOfficial\n\nRedes Sociales: \nhttps://www.facebook.com/pinarecords2\nhttps://twitter.com/PINARECORDS1\nhttps://www.instagram.com/pinarecords1/\n\nBooking/ Contrataciones\nE-mail: booking@pinarecords.net\nTeléfono: (787) 743 1100\n\nLetra de Amantes de una Noche - Natti Natasha ft. Bad Bunny\n\n[Intro: Bad Bunny & Natti Natasha]\nYeeh, yeh, yeh, yeh\nYeeh, yeh, yeeeeh\nAunque lo bueno se tarde, espero\nNo tengo prisa, pero es que quiero yo (baby tú solo dime y)\nEstar contigo, vista al mar donde no hayan testigos (yo voy pa to' lo que tu quieras, hehe)\nEs que no me resisto al verte (dime)\nAquí estoy yo ooh, tengo lo te gusta\n\n[Puente: Bad Bunny & Natti Natasha]\nPasa una noche conmigo\nSé que tú no te asustas\nPero es que aquí estoy yo, ooh\nSi quieres hoy me buscas\nSi das el paso te sigo\nEs que no me hace sentido que seamos amigos nada más\nUoh nou\n\n[Coro: Natti Natasha]\nUoh na na na, uoh na na na eh\nAmantes de una noche\nUoh na na na, uoh na na na oh\nTú te vienes conmigo\n\nUoh na na na, uoh na na na eh\nAmantes de una noche\nUoh na na na, uoh na na na oh\nTú te vienes conmigo\n \n\n[Verso 1: Bad Bunny]\nHay muchas pero yo quiero con Natti Nat\nLlegó mi turno al bat\nHoy el conejo va a sacarle lo de bad\nLa baby es fina pero escucha trap\nMe envió una foto sexy con el link de Google Maps\nPa' llegarle, ma' yo sé que tú quieres probarme\nTú quieres encerrarme\nEn tu cuarto y si es de tí yo vo' a dejarme, yeh\n\n[Verso 2: Natti Natasha]\nEsta nena no te sale grati'\nTe tiene' que joder pa' bajarme el panty\nYo puedo ser tu baby o tu chica nasty\nComo quieras que la ponga, a mí me sale fácil\nMe paso tos' los días chequeando tus fotos\nSerás el autor de los corazones rotos\nMi' paca con cualquiera que quiera la boto\nNo brego con Menudo, súbete a mi moto\nOh-uh-oh-uh\n\n[Coro: Natti Natasha]\nUoh na na na, uoh na na na eh\nAmantes de una noche\nUoh na na na, uoh na na na oh\nTú te vienes conmigo\n \n\nUoh na na na, uoh na na na eh\nAmantes de una noche\nUoh na na na, uoh na na na oh\nTú te vienes conmigo\n\n[Verso 3: Bad Bunny]\nLa baby conmigo tiene una fantasy\nYo le dije que sí\nQue le iba a explotar la nota como si fuese éxtasís\nA tu novio dile\nQue yo me sé tus poses favorita' y que él no vive así\nNo entiendo por qué sólo somos panas\nSi nos sobran las ganas\nDe hacer más de ocho poses en la cama\nÉl tiene Dolce y yo la Gabbana\nAsí que vamo' a juntarno' que nadie sabe si guaya hasta mañana, yeh\n\n[Pre-coro: Bad Bunny & Natti Natasha]\nBaby es que tú, uh-uh\nTienes lo que me gusta\nPasa una noche conmigo-oh, lo malo no me asusta (ahh)\nBaby es que tú, uh-uh\nTienes lo que me gusta\nTú me dice' y yo te hago to' de una\nTe lo hago hasta que se esconda la luna, bebé\n \n\n[Coro: Natti Natasha]\nUoh na na na, uoh na na na eh\nAmantes de una noche\nUoh na na na, uoh na na na oh\nTú te vienes conmigo\n\nUoh na na na, uoh na na na eh\nAmantes de una noche\nUoh na na na, uoh na na na oh\nTú te vienes conmigo\n\n[Outro: Bad Bunny & Natti Natasha]\nYeh, yeh, yeh, yeeh\nBad Bunny baby\nBad Bunny beibé (yeh)\nNatti Natasha be\nNatti Na (yeh), Natti Na\nPina Records\nLa Súper Formula\nHear This",GB,2018-01-24,2018-01-11 21:01:26,2018-01-24,2018-01-11 21:01:26,12 days 02:58:34,12,290.9761111111111,moderado
u9Mv98Gr5pY,18.14.05,VENOM - Official Trailer (HD),Sony Pictures Entertainment,24,2018-04-24T03:45:03.000Z,"Venom|""Venom Movie""|""Venom (2018)""|""Marvel""|""Marvel Comics""|""Planet of the Symbiotes""|""Eddie Brock""|""Tom Hardy""|""Ruben Fleischer""|""Spider-man""|""Spider-man: Homecoming""|""Michelle Williams""|""Jenny Slate""|""Riz Ahmed""|""Spider-man Spinoff""|""We Are Venom""|""Peter Parker""|""Sony Pictures Entertainment""|""film""|""movie""|""official""|""official venom movie trailer""|""official trailer""|""sony pictures venom""",59254638,1295189,47162,139879,https://i.ytimg.com/vi/u9Mv98Gr5pY/default.jpg,False,False,False,"We Are #Venom. 10.5.18One of Marvel's most enigmatic, complex and badass characters comes to the big screen, starring Academy Award® nominated actor Tom Hardy as the lethal protector Venom. Subscribe to Sony Pictures for exclusive content: http://bit.ly/SonyPicsSubscribe Follow VENOM on Social: https://www.facebook.com/VenomMovie/ https://twitter.com/VenomMovie https://www.instagram.com/venommovie/Cast:Tom HardyMichelle WilliamsRiz AhmedScott HazeReid Scott",US,2018-05-14,2018-04-24 03:45:03,2018-05-14,2018-04-24 03:45:03,19 days 20:14:57,19,476.24916666666667,moderado
